RefID,VegID,CAS,LDfrac,J-rating,Veg Description,ClassIDPlus,Comments,Comments2
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,27341,16,0.2,4,Other Division vegetation,16,default other,
Guenther2019b,25816,16,0.2,4,Monocot tree,16,default monocot,
Guenther2019b,16757,16,0.2,4,Fern,16,default fern,
Guenther2019b,18435,16,0.2,4,Gymnosperm tree,16,default gymnosperm,
Guenther2019b,39869,16,0.2,4,Unknown vegetation,16,default unknown,
Guenther2019b,12887,16,0.2,4,Dicot tree,16,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,10079,17,0.8,4,Cool C3 Grass,17,default grass,
Guenther2019b,42247,17,0.8,4,Unknown shrubs,17,default shrub,
Guenther2019b,42336,17,0.8,4,Other Crops,17,default crop,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,12887,17,0.8,4,Dicot tree,17,default dicot,
Guenther2019b,39869,17,0.8,4,Unknown vegetation,17,default unknown,
Guenther2019b,27341,17,0.8,4,Other Division vegetation,17,default other,
Guenther2019b,25816,17,0.8,4,Monocot tree,17,default monocot,
Guenther2019b,16757,17,0.8,4,Fern,17,default fern,
Guenther2019b,18435,17,0.8,4,Gymnosperm tree,17,default gymnosperm,
Guenther2019b,27341,18,0.1,4,Other Division vegetation,18,default other,
Guenther2019b,25816,18,0.1,4,Monocot tree,18,default monocot,
Guenther2019b,18435,18,0.1,4,Gymnosperm tree,18,default gymnosperm,
Guenther2019b,12887,18,0.1,4,Dicot tree,18,default dicot,
Guenther2019b,39869,18,0.1,4,Unknown vegetation,18,default unknown,
Guenther2019b,16757,18,0.1,4,Fern,18,default fern,
Guenther2019b,18435,18,0.1,4,Gymnosperm tree,18,default gymnosperm,
